SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
1,0.942249667,37,6,0.074714023,12500,7,1,0,0,1
1,1.250996016,33,0,0.376415723,1500,2,2,0,0,2
1,0.9999999,28,0,0,1,0,0,0,0,1
1,0.941176471,32,1,3461,NA,8,1,1,2,0
1,0.462307492,52,0,0.564959646,14000,14,0,3,0,1
1,0.9999999,32,0,0.029307039,3650,0,1,0,0,1
1,0.843332865,32,5,1618,NA,23,0,0,0,NA
1,0,67,0,2198,NA,7,0,3,0,0
1,0.047726844,59,0,0.653707304,3600,3,0,1,1,0
1,0.78792496,55,2,0.512904183,3370,9,0,2,0,0
1,0.256100474,73,1,0.268238186,8950,12,1,3,1,0
1,0.9999999,50,0,0.229001012,6916,2,0,1,1,0
1,0.991668123,66,7,0.6601551,10186,7,2,2,0,2
1,0.981672776,58,1,0.923397169,1200,10,9,0,1,1
1,0.872023268,40,0,0.363325441,3800,4,2,0,2,3
1,0.527875167,46,0,0.123887611,10000,8,0,0,0,2
1,0.87234643,58,1,0.201180581,8300,14,1,0,0,4
1,0.491040783,46,1,1.431960731,3666,12,0,3,0,1
1,0.837784961,63,0,0.653739184,6471,10,0,1,0,0
1,0.179828735,45,1,0.169731685,3316,6,1,0,1,1
1,0.94723462,37,3,0.360655738,2500,5,2,0,3,0
1,1.195500469,57,3,0.576529398,4200,6,3,2,1,3
1,0.174354884,53,1,0.346685083,2895,16,0,0,0,0
1,0.908681886,50,2,0.473601999,3200,4,0,1,0,0
1,0,23,0,0,1500,1,0,0,1,0
1,0.591321334,42,1,0.389230319,6833,13,0,1,0,2
1,1.101802757,48,3,0.926512031,4612,12,5,5,2,3
1,0.9999999,32,1,0.180623974,2435,3,0,0,0,0
1,0.9999999,27,0,0.101299567,3000,3,3,0,0,1
1,1.898004435,41,0,0.495292597,5416,3,5,1,1,3
1,0.553784861,55,0,1261,NA,4,0,1,2,0
1,0.9999999,27,1,0.124947938,2400,1,0,0,0,1
1,0.410353255,47,2,0.401331633,7058,8,0,3,1,3
1,0.978971036,31,2,7.732893652,2425,8,0,0,2,0
1,1.026564062,53,5,1.253898441,2500,8,0,1,1,2
1,0.252643722,52,0,1374,NA,10,0,1,0,0
1,0.032858043,57,1,0.576308367,3190,18,0,2,0,0
1,0.9999999,41,2,0.078839159,12645,2,3,0,1,1
1,0.930667359,35,1,706,NA,7,2,0,1,0
1,0.215536563,52,3,1.628895184,6000,15,0,10,0,3
1,1.096866097,42,0,200,NA,2,0,0,0,0
1,0.189468984,50,0,0.290118314,6000,12,0,1,0,0
1,0.228121705,39,0,0.572453372,2090,6,0,1,0,1
1,0.996156802,35,1,0.298387097,2603,8,2,0,1,1
1,1.233397217,56,2,0.676834793,9932,10,0,4,0,2
1,0.45711431,65,0,0.66651439,6566,18,0,2,0,1
1,0.851423083,49,1,0.419678148,7083,11,1,1,1,0
1,0.101034521,63,0,0.691318838,6300,19,0,4,0,1
1,0.936857318,32,1,2131,NA,18,0,0,0,1
1,0.985122134,39,0,0.621563073,6000,10,0,1,0,0
1,0.225162497,38,0,1.191766653,4833,12,0,2,0,0
1,0.9999999,51,2,0.189291269,4500,4,4,0,1,0
1,0.989092892,37,1,0.212152071,2945,3,2,0,2,0
1,0.973647598,49,0,0.544502618,4583,12,0,1,0,2
1,0.233600071,48,2,0.260111531,15600,22,0,1,0,0
1,0.952629292,65,1,1.086778737,2200,4,0,1,1,1
1,0.37692747,46,1,19,NA,3,0,0,0,0
1,0.9999999,59,0,218,NA,3,3,0,0,0
1,0.818181818,45,0,3348,NA,3,0,1,1,0
1,0.699994239,45,0,0.557475402,8333,17,0,1,0,0
1,1.640718563,42,2,0.382641841,6820,3,6,2,0,0
1,1.01059788,30,5,0.992458005,2916,9,0,2,0,0
1,1.004997501,60,0,0.297702298,1000,4,1,0,1,0
1,0.395038626,66,5,0.619793402,3000,8,0,1,2,4
1,0.872142014,40,0,0.180117126,7000,7,1,0,0,3
1,0.9999999,56,1,288,NA,1,3,1,0,0
1,0,56,0,0.230843065,6250,4,0,1,0,1
1,0.985446062,27,1,0.342783505,2715,4,0,0,0,0
1,1.055973636,69,2,0.173860034,4100,12,1,0,0,0
1,0.078366845,52,1,0.06885759,5750,18,0,0,0,0
1,0.9999999,23,1,771,NA,3,0,0,0,0
1,0.325534893,46,0,0.149050723,3528,9,0,0,0,1
1,0.839109262,45,1,0.611049107,3583,16,0,0,0,4
1,0.9999999,56,1,0.176040495,5333,3,3,1,3,1
1,0.384795705,67,1,3834,NA,19,0,1,0,0
1,0.11991086,41,0,0.075113991,8333,6,0,1,0,0
1,0.545881587,68,1,423,NA,6,0,0,0,0
1,0.9999999,45,0,27,NA,1,0,0,0,0
1,0.9999999,23,0,0.003822405,3400,0,2,0,0,1
1,0.936877076,48,1,8,NA,5,1,0,0,0
1,0.782801911,29,4,0.17689243,3764,4,0,0,0,1
1,0.54387264,49,3,0.662800163,4913,3,0,1,1,0
1,1.065754866,53,2,0.197240443,8841,13,0,1,0,2
1,0.929071395,47,2,0.378209743,4166,8,0,1,0,3
1,0.9999999,34,1,0.894105894,1000,1,0,1,0,3
1,0.632631203,36,0,53,NA,1,0,0,1,0
1,0.955200471,44,0,2277,NA,10,0,1,0,0
1,1.004183029,33,0,1.151282906,3000,12,0,3,1,0
1,0.835634339,33,0,3250,NA,10,0,1,0,0
1,0.257605418,55,1,0.438058748,7829,9,0,2,0,0
1,0.729272561,45,5,0.376989156,7100,7,0,1,0,1
1,0.9999999,29,0,0.282264779,1200,2,2,0,0,1
1,0.6812749,47,1,0.027597792,8333,2,0,0,0,0
1,0.717875963,59,0,210,NA,10,0,0,2,NA
1,1143,44,2,0.547761883,6500,13,0,4,0,2
1,0.917728652,55,2,1.1302485,3500,13,0,1,1,1
1,0.300956705,37,0,1.066986603,5000,13,0,3,0,0
1,0.9999999,34,0,47,NA,2,0,0,0,0
1,0.860840581,43,4,0.37139368,6550,10,1,0,4,0
1,0.709264605,53,4,0.30692583,14250,18,1,1,0,2
1,1.049833887,45,0,0.008842753,2600,1,3,0,0,2
1,0.855749645,46,0,0.336348532,5416,5,0,1,0,0
1,1.053892216,30,1,0.364545152,3000,3,0,0,0,0
1,0.958552117,48,0,584,NA,4,2,0,1,0
1,0.9999999,48,0,0.030780923,5262,1,3,0,0,0
1,0.207983361,27,1,0.084158416,1615,3,1,0,0,0
1,0.239309441,47,0,0.122030238,5555,5,0,0,0,2
1,0.430327783,65,0,0.416902471,5300,7,0,1,0,0
1,0.9999999,47,0,556,NA,4,0,0,1,1
1,0.9999999,39,1,0.13287174400000001,3032,1,0,0,0,1
1,1.40843e-4,34,0,0.150713849,18000,14,1,1,0,3
1,0.9999999,28,0,0,900,0,0,0,0,3
1,0.066886412,39,1,0.191606163,5646,7,0,1,0,3
1,1.00089294,69,1,0.686625428,16650,9,2,5,0,2
1,1.082572794,38,1,0.466350302,4635,6,1,0,1,4
1,0.9999999,38,0,693,NA,3,8,0,0,0
1,0.769220036,47,1,0.648274623,5563,13,0,2,1,2
1,0.886045582,46,0,0.659083305,2988,6,0,1,1,2
1,0.029998446,52,0,0.012341447,2916,12,0,0,0,1
1,0.941071872,34,0,1.082804046,4250,12,0,2,0,1
1,0.929339235,54,1,0.333868952,5600,6,0,1,0,0
1,0.087018545,25,0,1,NA,1,0,0,0,NA
1,0.531766412,47,0,0.645153774,4291,11,0,2,0,2
1,0.62871442,46,0,0.96383936,6000,15,0,2,0,0
1,0.014523118,60,1,0.23838093,12500,8,0,2,0,0
1,0.9999999,40,0,23,NA,0,1,0,0,0
1,0,60,2,3.84468e-4,2600,4,0,0,0,0
1,1.027420737,42,0,0.213957209,5000,3,4,0,0,1
1,0.9999999,55,2,1898,NA,7,2,1,0,0
1,0.884322479,35,1,0.281430826,1900,6,0,0,0,1
1,0.9999999,53,0,0,4353,0,2,0,0,1
1,0.444700145,39,0,0.751809479,4282,12,0,1,0,3
1,0.910802973,50,2,0.548018565,2800,8,1,0,0,1
1,0,45,0,0.282911803,6167,3,0,1,0,0
1,0,47,0,0.49392395100000003,5101,4,0,2,2,3
1,0.9999999,23,0,0.21331761900000001,1696,2,0,0,0,0
1,0.945091514,62,2,0.937250428,1752,5,0,1,0,0
1,0.91692481,45,0,0.077991932,2230,4,0,0,0,2
1,0.71285164,34,1,0.28752547,4416,12,0,0,0,1
1,0.9999999,32,0,0.030396526,8750,1,1,0,1,0
1,0.472065144,60,1,0.518784972,1250,9,0,0,2,0
1,0.9999999,24,0,0,1700,0,0,0,0,0
1,0.030053886,46,1,0.556708885,10500,14,1,3,0,2
1,0.868149281,41,0,2894,NA,11,0,2,1,0
1,1.253158406,35,1,0.05711786,8000,2,1,0,0,0
1,1.011687669,41,0,1.704893868,6783,10,0,2,0,0
1,0.55290426,39,0,0.507246377,2690,9,0,0,0,0
1,0.9999999,27,1,0.166797797,2541,1,0,0,0,1
1,0.968334933,48,7,0.439156627,3319,11,2,0,0,0
1,0.64250751,48,0,0.263262322,9575,13,1,1,0,0
1,1.013289037,38,0,0.002367798,3800,1,0,0,0,0
1,1.048293089,51,0,0.198844701,4500,8,1,0,1,0
1,0.245186494,40,1,0.40583282,4868,7,1,1,0,2
1,0.926688791,46,0,0.600690165,4056,9,0,1,0,2
1,0.9999999,28,2,892,NA,5,3,0,2,3
1,0.839231219,43,0,0.304188424,9000,8,0,1,0,4
1,0.13893399,52,1,0.214771364,7500,9,0,1,0,1
1,0.849551857,62,1,0.395393474,4167,21,0,0,0,0
1,0,35,0,0,0,2,1,0,0,0
1,0.850385371,39,0,0.225461963,8333,14,0,0,0,4
1,0.756737263,39,1,1.289884046,2500,15,1,1,0,0
1,0.939415882,45,0,0.1264058,10758,11,0,0,0,1
1,1.12772998,48,1,1900,NA,4,0,1,2,0
1,0,57,0,0.431113777,5000,13,0,2,0,0
1,0.825122141,57,0,0.20419895,4000,7,0,0,0,0
1,0.9999999,42,0,0,NA,0,0,0,0,2
1,0.77909288,46,0,0.98987276,3850,19,0,2,0,1
1,0.779240326,38,4,0.458613342,6100,12,0,0,0,2
1,0.915273643,39,1,1.079053149,2238,10,0,0,2,0
1,0.788997575,50,0,0.496501166,3000,23,0,0,0,2
1,0.9999999,25,0,0.020815987,1200,1,1,0,0,0
1,0.9999999,36,0,0,5500,0,0,0,0,2
1,0.950585547,41,2,0.32111476,11266,6,1,1,0,0
1,0,55,1,0,575,1,0,0,0,0
1,0.614414825,46,0,0.783243351,5000,8,0,1,0,3
1,0.957591081,39,3,1808,NA,8,1,1,0,0
1,0.419271891,40,0,0.741596277,5800,12,0,2,0,0
1,0.064903509,33,2,0.339605961,7917,11,0,2,0,1
1,0.890149512,50,2,0.994212049,3800,13,1,1,0,0
1,0.9999999,44,98,0,3612,0,98,0,98,2
1,0.04479888,62,0,0.630415026,3300,6,0,2,0,0
1,1.066021266,39,3,0.414672509,8900,10,0,2,2,3
1,0.876650321,25,0,0.025081788,2750,2,0,0,1,0
1,0.948217769,57,0,0.827442192,9816,14,0,2,0,1
1,0.813108598,30,0,0.300155521,4500,11,0,0,0,0
1,0.117703076,51,2,0.107120353,4760,9,0,0,1,0
1,0.181453705,55,0,2.055234087,1900,16,0,2,0,0
1,0.718637035,65,4,0.334073992,9000,12,0,1,0,1
1,0.553228305,34,0,0.752618549,5250,10,0,3,0,0
1,0.988712349,30,0,0.145742832,4603,3,0,0,0,1
1,0.62245918,41,0,0.036762335,3100,3,0,0,1,0
1,0.99214426,46,3,0.614100515,5630,22,0,2,0,1
1,0.970893142,39,1,0.559185813,11446,9,0,3,2,2
1,1.249405045,26,2,0.215937039,2032,6,0,0,1,0
1,0,83,2,0.355328934,5000,6,0,1,0,0
1,0.9999999,42,0,0.016558675,8333,1,1,0,0,4
1,0.08683928,40,0,0.166211915,4397,16,0,0,0,0
1,0.137867179,76,2,0.073369332,11666,10,0,1,0,1
1,0.116499752,65,1,0.176821821,7368,11,0,2,0,0
1,0.218927024,32,0,0.133629583,6300,5,0,0,0,5
1,0.991648041,26,1,0.093287948,9400,7,0,0,0,1
1,0.83650103,65,1,0.479914682,2812,14,0,0,1,2
1,0.9999999,48,0,99,NA,1,0,0,0,0
1,0.9999999,40,2,1.0303338420000001,5900,10,1,4,0,0
1,0.201437366,63,1,0.157312358,7500,8,0,1,0,1
1,0.972781558,41,1,5.219269103,300,4,1,0,0,0
1,0.6235699,36,0,1.003141959,3500,7,0,1,0,0
1,0.949970876,42,4,0.489585069,6000,6,0,1,0,0
1,0.9999999,40,0,0.024168236,3185,1,3,0,0,2
1,0.880288958,27,3,0.284583333,2399,8,1,0,2,0
1,0.720491583,36,0,7041,NA,15,0,4,0,0
1,0.9999999,44,0,0.007756505,10184,0,0,0,0,2
1,0.231916262,37,0,0.44027986,2000,9,0,0,0,0
1,1.005994006,43,2,0.790984271,6166,8,0,2,0,1
1,0.523462094,47,2,0.569574734,6395,11,0,1,0,2
1,0.914228576,42,1,0.271226789,6300,9,0,2,0,0
1,0.9999999,66,0,0.081653058,6000,1,1,1,1,2
1,0.957921507,33,1,0.208359788,9449,13,0,0,0,0
1,0.86151618,47,2,0.832653423,11275,19,0,7,0,1
1,0.785375811,54,0,1.09343332,4933,14,0,2,0,2
1,1.090670171,43,0,0.097787436,5061,2,0,0,1,4
1,0.524343717,60,4,0.865100375,18131,24,0,20,0,0
1,0.9999999,50,3,0.357242925,3568,2,1,1,0,2
1,0.9999999,52,2,0.893759287,1345,2,1,1,3,1
1,0.940179638,66,0,0.306489729,5500,9,0,0,0,0
1,0,47,1,1.813374806,4500,13,0,4,1,3
1,0.357761492,61,3,0.015805336,72000,8,1,1,0,1
1,0.9999999,32,0,0.066438176,3792,5,2,0,0,0
1,0.778637219,44,0,2196,NA,8,2,2,0,1
1,0.9999999,37,0,0,NA,0,0,0,0,0
1,0.414352366,30,2,0.029506438,1863,3,0,0,0,0
1,0.207560257,46,0,0.257626095,3310,3,1,0,0,3
1,0.789779363,75,0,0.50780762,1600,16,0,0,0,0
1,0.959858197,53,1,0.576115486,5333,15,0,1,0,0
1,0.9999999,38,0,0,NA,0,4,0,0,0
1,0.9999999,35,0,637,NA,2,1,0,0,0
1,1.025890638,30,1,0.234804631,2763,9,0,0,2,3
1,0.717607973,80,1,0.51075771700000006,1068,6,0,0,0,0
1,0.013347263,52,0,0.005909389,3045,6,0,0,0,0
1,0.948207171,27,0,0.005828476,1200,1,0,0,0,0
1,0.9999999,43,1,0.240474703,1600,3,4,0,0,0
1,0.097533881,31,1,0.324487334,3315,5,0,0,0,1
1,0.325214716,43,0,619,NA,3,1,0,1,0
1,0.553894199,90,0,2315,NA,11,0,1,0,0
1,0.060524337,36,0,5355,NA,15,0,2,0,2
1,0.269248215,54,0,1.485351465,10000,13,0,4,0,0
1,0.927041946,58,1,0.444324454,8333,12,0,3,0,2
1,0.320757393,74,1,0.156475238,4300,3,0,1,0,0
1,0.9999999,48,2,0.609056425,4217,5,2,2,2,3
1,0.9999999,23,0,53,NA,1,0,0,0,0
1,0.588426447,41,0,0.273500726,4818,7,0,0,3,3
1,0.9999999,36,0,0.112864658,4181,1,4,0,1,0
1,0.447510498,43,2,0.221118768,4933,3,1,0,0,3
1,0.806193806,37,0,0.595997361,4546,12,1,1,0,2
1,0.846418883,58,3,0.392260774,10000,10,0,2,0,1
1,1.009840943,57,1,0.31874853,4250,4,5,0,0,1
1,0.921483936,47,1,0.218956209,3333,5,1,0,0,2
1,0.931943854,57,1,0.097242686,4750,8,2,0,1,0
1,0.9999999,44,0,0.064138842,5300,1,1,0,0,2
1,0,54,0,0.153346543,9083,7,0,0,0,1
1,0.9999999,43,0,30,NA,1,2,0,0,0
1,1.017540782,54,4,0.588346837,5800,13,0,3,2,1
1,1.878292461,66,1,0.294759164,3300,4,2,1,1,0
1,1.009135948,67,0,0.979564638,2250,6,0,0,0,0
1,0.9999999,28,0,0,3928,1,1,0,0,0
1,1.446327684,45,1,0.423547664,5800,12,2,2,2,0
1,0.196894561,40,1,72,NA,2,0,0,0,0
1,0.63189077,41,2,0.16356173,9500,9,0,0,0,2
1,0.9999999,27,0,0,NA,0,0,0,0,0
1,0.482462819,58,1,0.554579035,7850,14,1,2,0,1
1,0.105131582,60,1,1.315835906,6800,11,0,4,0,0
1,0.9999999,28,2,0.186504217,3200,5,1,0,1,0
1,0.962375073,30,1,0.066896928,5500,2,0,0,0,3
1,0.893510815,54,1,0.05426945,5269,6,1,0,0,0
1,0.537332084,42,2,844,NA,6,0,1,0,0
1,3818,39,2,1.154265467,3668,12,1,2,0,0
1,0.9999999,43,0,509,NA,4,0,0,0,4
1,0.164985001,53,0,1591,NA,5,0,2,0,0
1,1.511627907,27,1,591,NA,4,2,0,0,0
1,1.064733817,47,0,1.553633218,2600,9,0,3,0,2
1,0.389536821,85,1,239,NA,2,0,0,0,0
1,1.81237525,59,1,0.158412168,5390,3,6,0,1,0
1,0.9999999,30,0,200,NA,1,1,0,0,0
1,0.9999999,55,3,0.581284496,3985,3,1,2,3,0
1,0.9999999,46,1,0.768675368,3600,2,2,1,1,3
1,0.622822884,55,0,0.783246306,9000,23,0,2,0,0
1,0.373717172,45,0,0.792004997,1600,21,0,0,0,0
1,0.9999999,33,0,23,NA,0,8,0,0,0
1,0.972055888,27,1,0.065611331,4800,8,0,0,0,0
1,1.803986711,27,1,0.382340691,2400,2,4,0,0,3
1,0.9999999,58,98,0.073789393,1300,0,98,0,98,2
1,0.9999999,62,1,2150,0,4,0,2,0,0
1,1.984031936,54,0,0.025416075,7750,1,2,0,0,0
1,0.89871612,37,2,632,NA,4,1,0,0,0
1,0.9999999,30,0,0.009791922,2450,0,3,0,0,0
1,0.9999999,31,0,0.084741728,4200,5,0,0,0,0
1,0.9999999,51,0,0.943902439,3689,5,5,1,1,1
1,0.579772037,49,0,0.331863572,7710,10,0,0,0,1
1,1.062583222,38,4,0.141199226,516,4,7,0,0,0
1,0.061226905,39,0,0.432293967,11320,14,0,5,0,5
1,0.566168052,41,0,0.741769673,8170,10,0,2,0,0
1,0.968021319,59,0,0.660649819,3600,6,0,1,1,1
1,0.904968271,48,1,0.497275595,3486,10,0,1,1,2
1,8.10592e-4,71,1,0.212887099,7200,5,1,1,0,0
1,0.1319297,57,0,0.21756487,5510,15,0,1,0,0
1,1.244339731,38,0,0.672734795,7250,15,0,4,0,2
1,0.9999999,57,0,0.106182228,7100,1,0,1,0,2
1,0.9999999,31,1,0.673023685,3250,3,3,1,0,2
1,0.974565371,57,0,0.739280908,5200,15,0,1,0,0
1,1.058793853,41,0,0.351328192,3500,11,0,0,0,0
1,1.031069936,46,1,0.158099047,8500,15,0,2,0,0
1,0.436495359,46,1,543,NA,6,0,0,0,0
1,0.014133314,46,3,3100,NA,13,0,2,0,0
1,1.601328904,55,1,0.135104256,3500,2,0,0,0,1
1,0.894210746,37,4,0.313171707,4000,6,3,0,2,3
1,0.495872836,58,0,1.015996001,4000,13,1,3,0,1
1,0.9999999,49,1,0.109541404,4600,1,1,0,0,0
1,0,41,1,0.17487086,6581,9,0,1,1,0
1,0.9999999,29,0,164,NA,3,2,0,0,0
1,0.310983679,43,0,3516,NA,9,0,2,0,0
1,0.92358804,39,1,0.180880975,3200,3,0,0,0,0
1,1.174021649,42,1,0.251629726,2300,6,1,0,0,0
1,0.285088431,37,0,0.093381324,5000,4,0,0,1,2
1,0.9999999,40,0,0.120710343,4166,3,1,0,0,2
1,0.0359964,36,0,0.037525908,9166,5,0,0,0,0
1,0.966004533,34,0,0.165463108,6369,7,2,0,2,2
1,0.635720859,68,1,0.218071277,25000,27,0,3,0,0
1,0.273151233,29,0,0.302246715,2358,11,0,0,0,0
1,0.9999999,22,1,0.075949367,1500,2,0,0,1,0
1,0.986575264,47,1,3205,NA,9,5,1,3,0
1,0.120994617,59,1,0.296491471,7210,9,0,4,1,1
1,0.401349073,40,5,5646,NA,8,1,2,1,2
1,0.160846073,42,3,1296,NA,10,0,1,0,0
1,0.067727449,54,0,0.335566443,10000,14,1,0,0,0
1,0.790393013,34,2,0.392688308,3172,5,0,0,0,3
1,0.147191343,60,0,0.451182939,3000,13,3,2,0,0
1,0.044711986,46,0,0.430632121,10883,10,0,2,0,0
1,0.933846215,60,1,2.385784048,1842,24,0,2,0,0
1,0.245751701,39,3,0.313985197,7700,12,0,3,0,0
1,0.009029345,67,0,0,1620,1,1,0,0,3
1,0.880353274,33,1,0.477926473,6500,9,0,2,0,1
1,0.636615201,56,2,0.609463585,9171,22,0,3,0,3
1,0.016898897,61,0,0.011358473,2200,6,0,0,0,0
1,0.939097507,36,0,0.363159348,3620,10,0,0,0,2
1,0.924088936,39,1,0.267851717,6581,7,0,0,2,4
1,0.9999999,45,2,0.324523098,4350,6,0,0,2,3
1,0.41887969,35,2,0.37746555,3700,15,0,2,0,0
1,0.910236905,69,1,0.049986846,3800,2,0,0,0,0
1,0.993820429,34,0,0.693608152,4317,7,0,2,0,2
1,0.961012996,52,3,0.786340563,4333,6,4,2,0,2
1,0.363520384,54,0,0.35503717,3900,6,0,1,0,0
1,0.9999999,31,0,0.375423588,18000,5,0,4,0,2
1,0.9999999,54,1,0.072090466,6366,2,1,0,1,0
1,1.148810777,62,2,0.34579188,7437,9,1,1,2,2
1,0.498646374,61,0,0.215338603,4680,13,1,0,0,0
1,0.23977376,33,0,0.153938425,2500,4,0,0,0,0
1,1.021617133,50,3,0.514727185,12425,17,0,3,4,0
1,0.825587206,45,4,0.089334549,2193,6,1,0,0,2
1,0.599618425,38,1,0.185762847,5000,10,0,0,1,1
1,0.199667221,29,1,0.067893211,10000,5,3,0,0,2
1,0.418623088,48,0,0.368463154,10000,14,0,1,0,1
1,0.9999999,41,0,0.042825184,3128,0,3,0,0,2
1,1.00208316,60,0,0.319447751,4200,10,2,1,0,0
1,0.331012319,51,4,0.213939041,5150,3,0,1,1,1
1,0.9999999,37,0,37,NA,1,0,0,0,0
1,0.469417446,47,0,0.582075986,5500,17,0,2,0,4
1,0.655651902,31,0,0.482299042,2400,11,0,2,1,2
1,1.058159802,48,8,3082,NA,11,1,2,2,0
1,0.660654608,55,0,0.628605914,8284,16,0,2,0,1
1,0.117946758,59,0,0.330667333,4000,2,0,1,0,0
1,0.073300887,58,0,0.022236442,6250,9,0,0,0,2
1,0.644875176,44,1,0.333610995,2400,12,0,0,0,0
1,1.033324077,27,2,0.195191621,4200,8,0,0,0,1
1,1.10167582,54,0,0.121319853,9000,4,3,0,0,3
1,0.9999999,45,0,0,2000,0,3,0,0,0
1,1.027331511,50,1,0.577627772,11406,9,0,2,0,0
1,0.156800059,39,0,0.544874521,4701,13,0,2,0,2
1,0.98579572,39,0,0.261530259,3750,5,0,0,1,0
1,0.719661849,35,0,0.354300136,5150,12,0,0,0,0
1,0.9999999,51,1,0.11059044,3200,6,2,0,1,0
1,0.29121458,31,0,0.617319787,6200,14,0,2,0,0
1,0.9999999,42,0,0.00931677,7083,2,1,0,0,0
1,0.969037252,60,7,0.383110835,6441,7,0,2,0,2
1,0.9999999,38,0,0.229477052,10000,4,0,1,0,0
1,0.9999999,61,1,0.034893993,6791,1,2,0,1,3
1,0.732712056,52,0,1.260450161,7463,30,0,2,0,1
1,0.360215424,47,0,0.420969931,14000,14,0,3,0,2
1,0.247898131,54,0,185,NA,6,2,0,1,0
1,0.9999999,57,3,1.203074258,4618,10,1,2,1,1
1,0.733362474,46,0,93,4,5,0,0,0,1
1,0.67555272,34,2,0.119320076,9000,15,0,0,0,1
1,0.108178364,36,0,0.662162162,9397,10,0,2,0,1
1,2.375415282,31,1,0.70100833,2280,3,0,1,1,0
1,0.752428795,33,0,0.473365022,6100,11,0,2,0,0
1,0.968428219,59,0,0.712030313,3166,11,0,3,0,1
1,0.994005994,49,2,0.061508368,4600,5,1,0,0,0
1,0.9999999,39,0,6.08871e-4,21350,0,1,0,0,2
1,0.007726687,72,0,1.020096668,3930,13,0,4,0,1
1,0.922275671,47,0,1892,NA,10,1,1,1,2
1,0.514353049,39,0,0.984408835,2308,15,0,1,0,1
1,0.876115058,45,1,0.220366467,6166,11,1,0,2,0
1,0.807192807,35,1,0.171957011,4000,2,3,0,0,0
1,0.975041597,34,3,0.119180088,3414,15,0,0,0,3
1,0.948238339,54,1,0.604056563,7000,7,0,3,0,0
1,0.9999999,29,0,0,NA,1,0,0,0,0
1,0.209911604,54,0,1.57057257,1501,8,0,3,0,0
1,0.948785237,33,0,0.630826027,4333,10,0,1,0,0
1,1.006797695,31,0,992,NA,7,0,0,0,0
1,0.865476291,57,0,1.047032475,6250,28,0,1,0,0
1,0.9999999,35,1,0.306203082,2530,7,0,0,0,0
1,0.282686925,28,0,0.020979021,1000,1,0,0,0,2
1,1.358641359,36,3,0.274750081,3100,5,3,0,1,2
1,0.9999999,37,0,0.269291174,9550,3,0,1,0,3
1,0.9999999,41,0,0,3645,0,0,0,0,1
1,0.9999999,58,6,3.972309396,5416,12,0,9,1,0
1,0.976940815,23,0,0.261055635,700,4,0,0,0,0
1,0.099950025,28,1,0.110986127,2666,8,0,0,0,0
1,0.887571346,41,2,0.690563277,4100,10,1,0,1,3
1,0,29,0,0.006423983,1400,1,2,0,1,1
1,0.129398447,66,0,0.042218614,11700,9,0,1,2,1
1,0.342503939,46,2,2495,NA,4,2,1,0,0
1,0.9999999,44,98,0.037367158,2916,0,98,0,98,2
1,0.710028478,60,1,0.350087159,3441,13,0,1,0,0
1,0.945708852,58,0,0.864494632,2700,7,0,0,0,1
1,9.65451e-4,48,0,0.96671979,10666,11,0,8,0,3
1,0.866295018,45,2,2623,NA,9,2,1,0,0
1,0.48946316,34,0,0.326466916,1601,4,1,0,0,0
1,0.916297975,37,0,0.601399767,6000,16,0,2,0,1
1,0.227803879,43,1,0.284516058,9060,8,0,2,0,3
1,1.357939254,43,1,0.433028788,5800,6,4,2,2,4
1,0.9999999,28,0,206,0,1,2,0,0,0
1,0.9999999,42,2,679,NA,1,0,0,0,1
1,0.918630086,62,1,0.984992275,4530,13,1,2,0,0
1,0.964132677,41,1,0.222506394,4300,7,1,0,0,0
1,0.964688364,46,3,0.354445635,7467,6,2,1,0,0
1,1.155527795,23,1,687,NA,3,1,0,1,0
1,0.494183265,50,0,1970,NA,31,0,0,0,0
1,0.32966719,51,0,0.764904387,2666,8,0,1,2,2
1,0.561929759,43,0,0.385854008,8383,12,1,3,0,1
1,0.851062761,40,2,0.185890834,3883,7,0,0,0,1
1,0.9999999,25,0,0.029356652,1600,1,2,0,0,1
1,0.996631106,54,2,0.679430024,24000,16,0,5,0,0
1,0.9999999,40,0,0,NA,0,0,0,0,0
1,0.229267145,58,0,4484,NA,11,0,2,0,0
1,0.701350454,48,2,0.331333733,5000,14,0,1,0,1
1,0.9999999,62,2,0.350453614,6833,5,0,1,0,1
1,0.147704591,25,2,0.098450775,2000,2,3,0,0,1
1,0.968342127,33,0,1.409415121,700,5,0,0,1,2
1,0.530022814,42,0,0.32077987,6000,9,0,1,0,0
1,0.428823256,32,0,0.530734633,2000,10,0,0,0,0
1,1.0052287579999999,39,6,0.241072797,6524,14,1,2,0,2
1,0.378316667,36,0,0.3956123,11121,11,0,1,0,1
1,0.807236367,40,5,3431,NA,6,0,1,0,1
1,1.007090265,66,6,0.41943662,3549,8,2,0,1,0
1,0.952095808,30,1,0.089636788,3000,10,0,0,0,0
1,0.275776498,62,0,0.181737392,4500,13,0,0,0,0
1,0.813940009,67,0,1932,NA,12,0,3,0,0
1,0.231758938,67,3,0.249461704,6501,10,0,2,0,0
